1532142225.608270000, 323.69, -34.1962, -12.0175
1532142225.708436000, 323.646, -33.6425, -11.9879
1532142225.808447000, 323.609, -33.1082, -11.9567
1532142225.908534000, 323.578, -32.5778, -11.9235
1532142226.008621000, 323.549, -32.0524, -11.899
1532142226.108703000, 323.518, -31.4991, -11.8858
1532142226.208772000, 323.488, -30.9252, -11.8501
1532142226.308868000, 323.458, -30.4146, -11.8067
1532142226.408947000, 323.427, -29.851, -11.7716
1532142226.509042000, 323.4, -29.2644, -11.7447
1532142226.609128000, 323.359, -28.7376, -11.7201
1532142226.709224000, 323.347, -28.1855, -11.6971
1532142226.809298000, 323.315, -27.6339, -11.6614
1532142226.909376000, 323.293, -27.0875, -11.6464
1532142227.009476000, 323.257, -26.5216, -11.6269
1532142227.109551000, 323.221, -25.9176, -11.5744
1532142227.209634000, 323.196, -25.404, -11.5381
1532142227.309740000, 323.166, -24.8549, -11.5273
1532142227.409804000, 323.143, -24.3235, -11.5209
1532142227.509921000, 323.118, -23.7458, -11.4856
1532142227.609978000, 323.075, -23.2339, -11.4362
1532142227.710105000, 323.032, -22.6625, -11.4079
1532142227.810167000, 322.994, -22.1396, -11.3982
1532142227.910274000, 322.956, -21.6341, -11.3817
1532142228.010333000, 322.924, -21.0995, -11.3415
1532142228.110411000, 322.877, -20.5455, -11.307
1532142228.210524000, 322.828, -19.9773, -11.2746
1532142228.310582000, 322.788, -19.4042, -11.2516
1532142228.410718000, 322.761, -18.8487, -11.2337
1532142228.510782000, 322.725, -18.3228, -11.2049
1532142228.610870000, 322.695, -17.7803, -11.1751
1532142228.710951000, 322.64, -17.2128, -11.1379
1532142228.811036000, 322.586, -16.6838, -11.108
1532142228.911163000, 322.531, -16.1471, -11.0857
1532142229.011217000, 322.496, -15.6184, -11.0583
1532142229.111279000, 322.468, -15.101, -11.0307
1532142229.211380000, 322.424, -14.5149, -11.0022
1532142229.311468000, 322.38, -14.0291, -10.9755
1532142229.411554000, 322.348, -13.5641, -10.9459
1532142229.511651000, 322.306, -12.9997, -10.9124
1532142229.611717000, 322.269, -12.4714, -10.8882
1532142229.711843000, 322.224, -12.0016, -10.8722
1532142229.811899000, 322.183, -11.5264, -10.8468
1532142229.911973000, 322.138, -11.0182, -10.8093
1532142230.012048000, 322.106, -10.5034, -10.7798
1532142230.112135000, 322.06, -9.94056, -10.7579
1532142230.212262000, 322.012, -9.45239, -10.7343
1532142230.312309000, 321.979, -8.95486, -10.7007
1532142230.412410000, 321.942, -8.45983, -10.6704
1532142230.512550000, 321.913, -7.97329, -10.6534
1532142230.612604000, 321.881, -7.49704, -10.6376
1532142230.712678000, 321.846, -7.03682, -10.609
1532142230.812789000, 321.798, -6.54011, -10.5758
1532142230.912828000, 321.771, -6.03387, -10.5619
1532142231.012914000, 321.717, -5.48154, -10.5416
1532142231.113001000, 321.665, -4.8856, -10.5052
1532142231.213086000, 321.649, -4.51007, -10.4775
1532142231.313172000, 321.617, -4.00232, -10.4556
1532142231.413297000, 321.603, -3.51634, -10.4364
1532142231.513351000, 321.571, -3.05497, -10.4089
1532142231.613435000, 321.538, -2.56929, -10.3785
1532142231.713546000, 321.494, -2.10762, -10.3449
1532142231.813603000, 321.458, -1.6651, -10.3216
1532142231.913698000, 321.441, -1.12733, -10.3023
1532142232.013785000, 321.397, -0.653313, -10.2867
1532142232.113863000, 321.38, -0.18369, -10.2641
1532142232.213950000, 321.356, 0.353475, -10.2381
1532142232.314036000, 321.324, 0.883089, -10.2012
1532142232.414178000, 321.291, 1.35868, -10.1728
1532142232.514207000, 321.276, 1.80362, -10.1517
1532142232.614308000, 321.258, 2.26884, -10.14
1532142232.714380000, 321.241, 2.76994, -10.1192
1532142232.814494000, 321.201, 3.30935, -10.0923
1532142232.914553000, 321.163, 3.81214, -10.0603
1532142233.014641000, 321.136, 4.28162, -10.0389
1532142233.114765000, 321.098, 4.81333, -10.0257
1532142233.214816000, 321.065, 5.37978, -9.99943
1532142233.314901000, 321.029, 5.90189, -9.96807
1532142233.414989000, 320.993, 6.39391, -9.92884
1532142233.515075000, 320.937, 6.88741, -9.91505
1532142233.615159000, 320.872, 7.41751, -9.89563
1532142233.715241000, 320.818, 7.94399, -9.86489
1532142233.815364000, 320.791, 8.45839, -9.82494
1532142233.915412000, 320.736, 8.93183, -9.81307
1532142234.015582000, 320.667, 9.47009, -9.80048
1532142234.115588000, 320.589, 10.0191, -9.77373
1532142234.215677000, 320.503, 10.5837, -9.73522
1532142234.315763000, 320.446, 11.0715, -9.70789
1532142234.415857000, 320.397, 11.5413, -9.698
1532142234.515934000, 320.337, 12.1347, -9.68133
1532142234.616018000, 320.252, 12.704, -9.65635
1532142234.716113000, 320.161, 13.2844, -9.62067
1532142234.816192000, 320.078, 13.7689, -9.58754
1532142234.916275000, 319.992, 14.2807, -9.56255
1532142235.016359000, 319.92, 14.8391, -9.53541
1532142235.116446000, 319.838, 15.3807, -9.51116
1532142235.216551000, 319.762, 15.8912, -9.48768
1532142235.316646000, 319.691, 16.407, -9.46028
1532142235.416727000, 319.609, 16.9804, -9.43453
1532142235.516806000, 319.523, 17.5846, -9.39692
1532142235.616969000, 319.438, 18.1779, -9.36914
1532142235.716977000, 319.381, 18.6999, -9.33604
1532142235.817073000, 319.323, 19.2694, -9.3072
1532142235.917164000, 319.261, 19.8229, -9.28625
1532142236.017267000, 319.198, 20.3637, -9.26047
1532142236.117317000, 319.133, 20.8971, -9.23302
1532142236.217436000, 319.079, 21.4718, -9.19459
1532142236.317497000, 319.031, 22.0549, -9.15762
1532142236.417568000, 318.974, 22.708, -9.13361
1532142236.517676000, 318.94, 23.3456, -9.11971
1532142236.617756000, 318.914, 23.927, -9.09806
1532142236.717844000, 318.885, 24.4919, -9.0687
1532142236.817917000, 318.859, 25.0491, -9.03747
1532142236.918073000, 318.821, 25.6214, -9.01414
1532142237.018086000, 318.8, 26.2108, -8.99458
1532142237.118177000, 318.79, 26.8125, -8.97333
1532142237.218318000, 318.776, 27.4875, -8.94269
1532142237.318360000, 318.767, 28.2243, -8.90547
1532142237.418432000, 318.768, 28.8244, -8.88358
1532142237.518519000, 318.783, 29.4059, -8.85562
1532142237.618605000, 318.79, 30.0354, -8.82153
1532142237.718722000, 318.797, 30.6554, -8.79317
1532142237.818789000, 318.812, 31.2979, -8.76611
1532142237.918874000, 318.822, 31.8842, -8.74245
1532142238.018962000, 318.841, 32.5406, -8.71401
1532142238.119043000, 318.871, 33.2623, -8.6758
1532142238.219121000, 318.906, 33.9256, -8.6405
1532142238.319213000, 318.939, 34.5807, -8.60052
1532142238.419295000, 318.988, 35.2064, -8.57424
1532142238.519433000, 319.031, 35.8287, -8.54369
1532142238.619483000, 319.077, 36.501, -8.51215
1532142238.719574000, 319.131, 37.1669, -8.47985
1532142238.819656000, 319.185, 37.8007, -8.45497
1532142238.919736000, 319.252, 38.5323, -8.40037
1532142239.019812000, 319.323, 39.3155, -8.35989
1532142239.119913000, 319.394, 39.9901, -8.33316
1532142239.219986000, 319.458, 40.6397, -8.32759
1532142239.320073000, 319.53, 41.3707, -8.2797
1532142239.420157000, 319.604, 42.0409, -8.22532
1532142239.520245000, 319.675, 42.704, -8.20488
1532142239.620334000, 319.746, 43.3509, -8.19828
1532142239.720417000, 319.82, 44.024, -8.1657
1532142239.820509000, 319.909, 44.7727, -8.10917
1532142239.920600000, 320.01, 45.5497, -8.05722
1532142240.020714000, 320.112, 46.2496, -8.02444
1532142240.120790000, 320.205, 46.9318, -8.0086
1532142240.220863000, 320.305, 47.6247, -7.98529
1532142240.320965000, 320.401, 48.2998, -7.94548
1532142240.421069000, 320.503, 48.9452, -7.90067
1532142240.521111000, 320.602, 49.6014, -7.86418
1532142240.621193000, 320.703, 50.2986, -7.84032
1532142240.721281000, 320.806, 51.0383, -7.81158
1532142240.821376000, 320.951, 51.8294, -7.77108
1532142240.921451000, 321.108, 52.5556, -7.73618
1532142241.021559000, 321.221, 53.1821, -7.70006
1532142241.121628000, 321.343, 53.8319, -7.67856
1532142241.221720000, 321.479, 54.4868, -7.64456
1532142241.322047000, 321.619, 55.1394, -7.618
1532142241.421884000, 321.758, 55.8119, -7.57955
1532142241.521976000, 321.894, 56.4871, -7.54868
1532142241.622063000, 322.059, 57.2635, -7.51446
1532142241.722218000, 322.257, 57.9455, -7.49088
1532142241.822242000, 322.447, 58.5608, -7.45909
1532142241.922317000, 322.605, 59.2109, -7.43859
1532142242.022400000, 322.776, 59.8939, -7.40073
1532142242.122486000, 322.968, 60.5713, -7.37536
1532142242.222572000, 323.142, 61.2619, -7.3459
1532142242.322686000, 323.313, 61.8445, -7.33189
1532142242.422746000, 323.502, 62.5216, -7.2841
1532142242.522830000, 323.765, 63.3267, -7.24946
1532142242.622922000, 324.03, 64.0148, -7.23555
1532142242.723016000, 324.244, 64.8012, -7.21222
1532142242.823097000, 324.464, 65.5192, -7.1609
1532142242.923190000, 324.677, 66.1338, -7.11748
1532142243.023262000, 324.89, 66.7553, -7.09684
1532142243.123349000, 325.099, 67.3892, -7.08861
1532142243.223453000, 325.317, 67.9849, -7.06888
1532142243.323587000, 325.596, 68.6275, -7.03411
1532142243.423618000, 325.899, 69.3041, -6.99328
1532142243.523697000, 326.185, 70.0531, -6.9569
1532142243.623825000, 326.422, 70.83, -6.93693
1532142243.723876000, 326.665, 71.4128, -6.92058
1532142243.823951000, 326.925, 72.0126, -6.88059
1532142243.924045000, 327.193, 72.6421, -6.84475
1532142244.024127000, 327.444, 73.2478, -6.82927
1532142244.124215000, 327.701, 73.8717, -6.80975
1532142244.224303000, 327.962, 74.4675, -6.77987
1532142244.324384000, 328.288, 75.2045, -6.74492
1532142244.424479000, 328.604, 75.9205, -6.72267
1532142244.524577000, 328.908, 76.6007, -6.70248
1532142244.624639000, 329.201, 77.2352, -6.67798
1532142244.724759000, 329.495, 77.8777, -6.64122
1532142244.824870000, 329.766, 78.4644, -6.61338
1532142244.924917000, 330.041, 79.0601, -6.59602
1532142245.025006000, 330.333, 79.6812, -6.58149
1532142245.125208000, 330.646, 80.373, -6.54924
1532142245.225291000, 330.944, 81.0129, -6.51855
1532142245.325265000, 331.299, 81.7057, -6.48703
1532142245.425364000, 331.636, 82.3734, -6.46376
1532142245.525427000, 331.937, 83.0237, -6.43763
1532142245.625534000, 332.271, 83.7411, -6.40469
1532142245.725605000, 332.579, 84.4152, -6.37195
1532142245.825710000, 332.876, 85.0535, -6.34729
1532142245.925774000, 333.167, 85.6688, -6.33409
1532142246.025853000, 333.488, 86.3739, -6.30763
1532142246.125937000, 333.84, 87.0856, -6.27016
1532142246.226062000, 334.207, 87.816, -6.23571
1532142246.326142000, 334.536, 88.4898, -6.21095
1532142246.426202000, 334.843, 89.1512, -6.1883
1532142246.526394000, 335.161, 89.8459, -6.17152
1532142246.626375000, 335.493, 90.5907, -6.13777
1532142246.726460000, 335.806, 91.2766, -6.10472
1532142246.826543000, 336.129, 92.0097, -6.07144
1532142246.926625000, 336.471, 92.7391, -6.04345
1532142247.026743000, 336.84, 93.4666, -6.00919
1532142247.126798000, 337.194, 94.1962, -5.98893
1532142247.226913000, 337.5, 94.8888, -5.96038
1532142247.326996000, 337.814, 95.5868, -5.90916
1532142247.427057000, 338.107, 96.2493, -5.88292
1532142247.527143000, 338.424, 96.9792, -5.873
1532142247.627235000, 338.734, 97.7001, -5.84878
1532142247.727319000, 339.075, 98.4122, -5.81804
1532142247.827402000, 339.45, 99.1744, -5.77512
1532142247.927500000, 339.855, 99.9821, -5.71526
1532142248.027576000, 340.192, 100.678, -5.69799
1532142248.127686000, 340.499, 101.352, -5.68991
1532142248.227778000, 340.806, 102.024, -5.67535
1532142248.327863000, 341.129, 102.779, -5.63632
1532142248.428023000, 341.448, 103.547, -5.60803
1532142248.528005000, 341.766, 104.345, -5.57243
1532142248.628102000, 342.114, 105.11, -5.55082
1532142248.728202000, 342.515, 105.869, -5.52776
1532142248.828295000, 342.918, 106.629, -5.51069
1532142248.928354000, 343.294, 107.49, -5.47768
1532142249.028472000, 343.609, 108.214, -5.44285
1532142249.128543000, 343.931, 108.932, -5.40251
1532142249.228654000, 344.271, 109.7, -5.36589
1532142249.328695000, 344.604, 110.447, -5.34928
1532142249.428828000, 344.936, 111.199, -5.32397
1532142249.528885000, 345.329, 112.011, -5.30008
1532142249.628992000, 345.734, 112.831, -5.25489
1532142249.729127000, 346.148, 113.694, -5.20869
1532142249.829153000, 346.551, 114.527, -5.18035
1532142249.929213000, 346.9, 115.296, -5.17122
1532142250.029333000, 347.249, 116.063, -5.15408
1532142250.129383000, 347.592, 116.842, -5.10448
1532142250.229523000, 347.972, 117.646, -5.06646
1532142250.329567000, 348.298, 118.381, -5.0508
1532142250.429680000, 348.626, 119.124, -5.04563
1532142250.529749000, 349.024, 119.989, -5.01962
1532142250.629844000, 349.451, 120.832, -4.97815
1532142250.729931000, 349.829, 121.642, -4.92971
1532142250.829994000, 350.18, 122.408, -4.90426
1532142250.930102000, 350.539, 123.179, -4.89048
1532142251.030183000, 350.881, 123.959, -4.88485
1532142251.130275000, 351.239, 124.793, -4.84821
1532142251.230360000, 351.583, 125.583, -4.80684
1532142251.330450000, 351.92, 126.336, -4.7894
1532142251.430521000, 352.34, 127.112, -4.79387
1532142251.530615000, 352.777, 127.968, -4.76629
1532142251.630733000, 353.115, 128.778, -4.71457
1532142251.730789000, 353.455, 129.577, -4.67872
1532142251.830883000, 353.788, 130.331, -4.66443
1532142251.930944000, 354.143, 131.157, -4.63648
1532142252.031054000, 354.549, 131.988, -4.59478
1532142252.131125000, 354.926, 132.796, -4.5655
1532142252.231224000, 355.284, 133.554, -4.56676
1532142252.331289000, 355.632, 134.342, -4.53883
1532142252.431384000, 355.973, 135.11, -4.49992
1532142252.531475000, 356.337, 135.924, -4.47624
1532142252.631553000, 356.715, 136.731, -4.47347
1532142252.731629000, 357.08, 137.553, -4.46055
1532142252.831720000, 357.451, 138.322, -4.43172
1532142252.931846000, 357.805, 139.127, -4.3765
1532142253.031893000, 358.128, 139.847, -4.37256
1532142253.131987000, 358.49, 140.591, -4.36377
1532142253.232120000, 358.888, 141.444, -4.32615
1532142253.332154000, 359.251, 142.274, -4.30789
1532142253.432271000, 359.606, 143.023, -4.30754
1532142253.532319000, 360, 143.825, -4.29122
1532142253.632409000, 360.385, 144.689, -4.23429
1532142253.732490000, 360.725, 145.454, -4.2014
1532142253.832578000, 361.043, 146.231, -4.21611
1532142253.932664000, 361.384, 147.003, -4.22219
1532142254.032754000, 361.785, 147.827, -4.23671
1532142254.132837000, 362.182, 148.651, -4.23407
1532142254.232924000, 362.637, 149.503, -4.2045
1532142254.333011000, 362.999, 150.293, -4.17861
1532142254.433105000, 363.351, 151.06, -4.1821
1532142254.533187000, 363.776, 151.894, -4.20891
1532142254.633293000, 364.116, 152.681, -4.2038
1532142254.733363000, 364.486, 153.51, -4.1652
1532142254.833518000, 364.858, 154.315, -4.13711
1532142254.933550000, 365.235, 155.154, -4.13068
1532142255.033635000, 365.615, 155.926, -4.1294
1532142255.133719000, 365.983, 156.726, -4.1116
1532142255.233799000, 366.33, 157.484, -4.08919
1532142255.333874000, 366.687, 158.26, -4.08341
1532142255.433969000, 367.129, 159.136, -4.08965
1532142255.534080000, 367.549, 160.014, -4.07609
1532142255.634132000, 367.928, 160.789, -4.05673
1532142255.734240000, 368.289, 161.516, -4.04701
1532142255.834341000, 368.68, 162.305, -4.03516
1532142255.934417000, 369.025, 163.069, -4.01553
1532142256.034511000, 369.432, 163.937, -4.01233
1532142256.134602000, 369.833, 164.765, -3.99896
1532142256.234687000, 370.217, 165.546, -3.99245
1532142256.334770000, 370.581, 166.325, -3.96726
1532142256.434855000, 370.965, 167.155, -3.93931
1532142256.534931000, 371.352, 167.942, -3.92386
1532142256.635017000, 371.707, 168.667, -3.91505
1532142256.735081000, 372.093, 169.427, -3.90864
1532142256.835165000, 372.507, 170.241, -3.89965
1532142256.935279000, 372.91, 171.055, -3.89326
1532142257.035350000, 373.305, 171.837, -3.87769
1532142257.135477000, 373.679, 172.576, -3.87168
1532142257.235514000, 374.051, 173.37, -3.84434
1532142257.335622000, 374.433, 174.165, -3.81689
1532142257.435708000, 374.814, 174.945, -3.8086
1532142257.535793000, 375.19, 175.664, -3.81166
1532142257.635888000, 375.627, 176.467, -3.79131
1532142257.736006000, 376.036, 177.314, -3.78087
1532142257.836027000, 376.449, 178.084, -3.78721
1532142257.936163000, 376.82, 178.796, -3.79187
1532142258.036313000, 377.217, 179.515, -3.77599
1532142258.136284000, 377.618, 180.248, -3.76129
1532142258.236389000, 378.04, 181.006, -3.75154
1532142258.336473000, 378.441, 181.755, -3.75323
1532142258.436578000, 378.867, 182.493, -3.75771
1532142258.536631000, 379.329, 183.281, -3.75253
1532142258.636733000, 379.848, 184.099, -3.73684
